pagename,post_id,comment_id,comment
wsj,8304333127_10156687124233128,10156687124233128_10156687393658128,Surat Terbukakapan di mana dan bagaimanapelaksanaanimplementasikomitmendunia internasional terhadap dampak dari pembangunan kehutanan yang demi kehidupan seluruh manusia yang berada dalam planet bumi ini.Yang tertulistertuang dalam KESEPAKATAN PARISPARIS AGREEMENTPARIS COP 21.Inti / permalahan utamapermasalahan pokokdari surat kami mempertanyakan tentang kesepakatan dunia internasional di bidang perubahan iklimyang memintamenyuruhmemerintah kan negara kita untuk menjaga hutanwalaupun ada kata-kata sukarela yang menurut mereka paru-paru duniaDalam kesepakatan parisPARIS COP21 semua DUNIA INTERNASIONAL yang tergabung dalam UNFCCCturut bertanggung jawab terhadap dampak dari kegiatan ( kegiatan kehutanan ) mempertahankanmenundamemperlambatlaju perubahan iklimmenyediakan cadangan karbon bagi dunia internasionalmenahan kenaikan suhu bumi di bawah 2 derajat dan lain-lain.Apa peduli dunia internasional akibat dari kegiatan kehutanan di indonesiamakam/kuburan nenek moyangleluhur kami di gusurlahan pertanian kami di gusurdi garapdi ambil paksahak sasi manusia kami di langgarlingkungan hiduplingkungan alam di rusakmereka tidak peduli pada dampak sosialhal ini di lakukan oleh PT.BUMI PERSADA PERMAIAPPGROUPSINAR MAS GROUP yang produknyaproduksinya di beli juga oleh negara peserta UNFCCC. seperti kata yth.bapak yusup kalla dalam acara debat kandidat saat kampanye presiden di tv one...” barat tak adilkita di suruh menjaga hutanmenjadi satpam hutan dunia sementara hutan mereka telah jauh lebih dahulu habistoh hutan kita mereka juga yang menghabiskan”....( kalau tidak salah dalam mengingat dan membaca )Kapandi manabagaimana.....pelaksanaantindak lanjutBUKTI NYATA dari kesepakatan paris/paris agreementCOP 21...Kepada Yth.Sekretaris JENDERAL PERSERIKATAN BANGSA-BANGSAMelalui administrator facebook united nationsDengan hormatma'af sebelumnyaKami telah memberikan surat kepada sekretaris jenderal perserikatan bangsa-bangsa melalui perwakilan di negara REPU ional.Kami memberitahukanmelaporkan kegiatan tersebut dan dampaknya bagi masyarakat sesuai dengan kesepakatan paris bahwa pembanngunan dan dampak dari kegiatan tersebut di atas merupakan tanggung jawab seluruh dunia.Adapun dampak yang kami terima dari kegiatan kehutanan di bidang hutan tanaman industri di REPUBLIK INDONESIA yang di lakukan oleh PT.BUMI PERSADA PERMAIAPP GROUPSINAR MAS GROUP adalah dugaan PELANGGARAN TERHADAP HAK ASASI MANUSIAdugaan pelanggaran terhadap HAK-HAK MASYARAKAT ATAS TANAH ( AGRARIA tentang sisi/dampak positif dan negatif dari pembangunan hutan di REPUBLIK INDONESIA.yang telah kami uraikansampaikan melalui surat kami tersebut.dengan sangatserta hormat kami mohon informasinya apakah surat kami tersebut telah di terima UNIDOUNDPUNOCHAEUROPEAN UNION.Kami juga meminta kepada DUNIA INTERNASIONAL dan EUROPEAN UNION yang menerimamembeliproduk pulp and paper asal REPUBLIK INDONESIA agar mempertimbangkan kembalimemikirkan kembalimeninjau ulang pembelian produk PULP and PAPER asal REPUBLIK INDONESIA yang di produksi oleh ASIA PULP and PAPER ( APP )SINAR MAS GROUP.demikianlah terima kasih.Yth. EUROPEAN UNIONDengan hormatma'af sebelum nyasaya mursal berasal dari negara di asia tenggarayaitu REPUBLIK INDONESIA ( INA )kami telah memberikan surat kepada european union in Jakarta ( Uni eropa jakarta ) untuk di serahkandi berikan kepada EUROPEAN UNION pada tanggal 19 September 2016 di terima oleh saudari Nonakarena belum ada respon tanggapantindak lanjut dari european union kami memberikan surat kembali pada tanggal 28 Maret 2017 di terima oleh saudari MUTIARA.Apakah surat tersebut telah di kirimkan oleh european union in jakarta kepada EUROPEAN UNION karena surat kami tujukankami berikan untuk EUROPEAN UNION.Karena tak mungkin bagi kami untuk mengirimkanmemberikan kepada european union secara langsung maka surat kami berikan melalui perwakilan di indonesia.dengan hormatserta sangat kami mohon informasi tentang surat kami apakah telah diterima oleh EUROPEAN UNION.Demikianlahterima kasih.Yth.UNIDOselamat malam waktu IndonesiaMa'af sebelumnyasaya mursal berasal dari negara Asia tenggara Republik Indonesiakami telah memberikan surat kepada UNIDO Indonesia pada tanggal 29 Maret 2017 di terima oleh saudara Lidya dengan nomor Special Istimewa.Surat kami berikan kepada UNIDO Indonesia sebagai perwakilan di negara kami untuk di sampaikan kepada UNIDO.Kami Mohon dengan sangat serta hormat Informasi dari UNIDO mengenai surat kamiapakah sudah di kirimkan oleh UNIDO INDONESIA kepada UNIDO.Demikianlahterima kasihPengirimMursalArjoniYth.UNDPselamat malam waktu IndonesiaMa'af sebelumnyasaya mursal berasal dari negara Asia tenggara Republik Indonesiakami telah memberikan surat kepada UNDP Indonesia pada tanggal 29 Maret 2017 di terima oleh saudara Lidya dengan nomor Special Istimewa.Surat kami berikan kepada UNDP Indonesia sebagai perwakilan di negara kami untuk di sampaikan kepada UNDP.Kami Mohon dengan sangat serta hormat Informasi dari UNDP mengenai surat kamiapakah sudah di kirimkan oleh UNDP INDONESIA kepada UNDP.Demikianlahterima kasihPengirimMursalArjoniYth.United Natons OCHAselamat malam waktu IndonesiaMa'af sebelumnyasaya mursal berasal dari negara Asia tenggara Republik Indonesiakami telah memberikan surat kepada United Nations OCHA Indonesia pada tanggal 29 Maret 2017 di terima oleh saudara Lidya dengan nomor Special Istimewa.Surat kami berikan kepada United nations OCHA Indonesia sebagai perwakilan di negara kami untuk di sampaikan kepada United Nations OCHA.Kami Mohon dengan sangat serta hormat Informasi dari United Nations OCHA mengenai surat kamiapakah sudah di kirimkan oleh United Nations OCHA INDONESIA kepada United Nations OCHA.Demikianlahterima kasihPengirimMursalArjoniSurat ini juga kami sampaikanberikan kepada KEPALA NEGARAKEPALA PEMERINTAHAN negara-negara peserta UNFCCC melalui DUTA BESAR sesuai dengan tanda terima yang terdapat dalam foto kronolologi kami.Inti permasalahan utamapermasalahan pokokdari surat kami mempertanyakan tentang kesepakatan dunia internasional di bidang perubahan iklimyang memintamenyuruhmemerintah kan negara kita untuk menjaga hutanwalaupun ada kata-kata sukarela yang menurut mereka paru-paru duniaseperti kata yth.bapak yusup kalla dalam acara debat kandidat saat kampanye presiden di tv one...”barat tak adilkita di suruh menjaga hutanmenjadi satpam hutan dunia sementara hutan mereka telah jauh lebih dahulu habistoh hutan kita mereka juga yang menghabiskan”....( kalau tidak salah dalam mengingat dan membaca )....
wsj,8304333127_10156692215468128,10156692215468128_10156693116048128,Whatever happened to that book  I'm Okay You're Okay?
wsj,8304333127_10156693209828128,10156693209828128_10156693243573128,This is about disrespect for the country the flag and what it stands for. For instance-for the ability to live in a country that people have fought for so that others can make a ridiculous amount of money to play a sport that they love and all the rest that comes with that. So if there is an issue they'd like to protest- take it to to street. And if there beef really is with the flag and the country they live in- then get the hell out. Seems there are a lot of people trying to get in. Some people are clearly quite entitled ungrateful and very misguided.
wsj,8304333127_10156688819608128,10156688819608128_10156689170583128,I don’t believe it....
wsj,8304333127_10156690248658128,10156690248658128_10156690416058128,Or..it couldn't
wsj,8304333127_10156666865033128,10156666865033128_10156667066143128,Holy guacamole.
wsj,8304333127_10156687342563128,10156687342563128_10156687424078128,The judge should wait to sentence her until the cameras get there.
wsj,8304333127_10156679265823128,10156679265823128_10156679781868128,I don't think he's thinking straight.
wsj,8304333127_10156686810778128,10156686810778128_10156687186218128,Yes
wsj,8304333127_10156693209828128,10156693209828128_10156693221273128,America has never had a Democracy.  It's a Republic.  #civics
wsj,8304333127_10156680429053128,10156680429053128_10156683085903128,If i don't have gas to aggregate sales with my 17 how can u expect to urn
wsj,8304333127_10156679733263128,10156679733263128_10156680120103128,"""Employers have argued that a portion of workers' paychecks really belongs to them."" Fixed that for you."
wsj,8304333127_10156679738118128,10156679738118128_10156687574393128,Ebha Agrawal...looks like they heard me :)
wsj,8304333127_10156681519328128,10156681519328128_10156686853993128,Open network
wsj,8304333127_10156681239933128,10156681239933128_10156682045353128,Keep ramping up the war threats....
wsj,8304333127_10156683561578128,10156683561578128_10156683714718128,Did Obama know about Comeys   surveillance ?Has Russia got vodka?Did Putin let a poot .. or would that be Vlad .. the hanging turd blossom ? Yes to all three ...
wsj,8304333127_10156685748593128,10156685748593128_10156688714753128,Edward Wookjin Jahng Dylan Tally
wsj,8304333127_10156688656458128,10156688656458128_10156689394118128,Uh oh...bring on the Congressional investigations...
wsj,8304333127_10156679265823128,10156679265823128_10156680528573128,That states could use for anything they wish with less than is available now. As if having 50 different systems is SO efficient. The big piece of block grants is for Medicaid which already run their own systems but would again have less funds. Yeah it's a real winner.
wsj,8304333127_10156688656458128,10156688656458128_10156688727378128,"So ""what difference does it make?""...it didn't matter in Hilliary's case so it doesn't here either."
wsj,8304333127_10156690473133128,10156690473133128_10156692883738128,Cash is the anti-DUI conviction cost.
wsj,8304333127_10156692745168128,10156692745168128_10156692746108128,OMGGG
wsj,8304333127_10156683329218128,10156683329218128_10156684095183128,We need some kind of anchor swing around economic positions. Only way forward is legitimate human capital contribution pop growth.
wsj,8304333127_10156682827758128,10156682827758128_10156682874798128,Good! It's about time someone steps up for our flag and anthem!
wsj,8304333127_10156683165273128,10156683165273128_10156683277968128,This war mongering and insults between the U.S. And North Korea need to stop. A third party needs to intervene and diffuse this as this should be taken seriously. It's extremely dangerous if people are desperate and feel they have nothing to lose. The comments regarding nuke flatten make North Korea a parking lot are just as alarming. A generation not Iiving during the Cold War? Seeing bomb shelter signs on your city streets duck and cover in class in case of nuclear attack- I have. The notion of a nuke launch will inevitably cost more than anyone can imagine. The first to go will not be the U.S. This ripple effect would be tremendous. The rhetoric may be amusing until someone pulls a trigger.
wsj,8304333127_10156690971563128,10156690971563128_10156691292328128,Then stop backing them.
wsj,8304333127_10156692652508128,10156692652508128_10156710804643128,I'm curious about good versus bad money.  If we start arguing with people that say money is free speech we might ask which currency they are talking in say dollars or rubles or even petro-dollars.  And 'speaking money' quickly becomes dominant over Nations which I believe is exactly what is taking place.  In my book 'talking money' and 'universal treason against all Nation States' merge into one international crime syndicate of the ultra rich.  My conclusion: Talking money in politics is by definition treason.
wsj,8304333127_10156690473133128,10156690473133128_10156701882998128,"""Cashless society"" was announced about 1990 as debit cards came out that were not just ATM cards. BUT over the years banks began increasing fees for their use; and having one requires a bank account and banks require minimums or there are high fees for not meeting the minimum and a person needs two pieces of ID and a good credit check. ALL of which reduced the numbers of people eligible for bank accounts and debit/credit cards. If you ever go to a gas station notice how many still go into the store to pay in cash. Notice how much cash is still used at the grocery store or Target. Until everyone is allowed to have an account without fees and minimums we cannot  become a cashless society."
wsj,8304333127_10156683591418128,10156683591418128_10156684114888128,I have not heard Trump say anything about helping Puerto Rico!
wsj,8304333127_10156683420513128,10156683420513128_10156683758573128,kim saves his skln  .
wsj,8304333127_10156682194568128,10156682194568128_10156682385978128,Word to Gen Z your boss values hard work and dependability over your individuality...
wsj,8304333127_10156682827758128,10156682827758128_10156683071263128,Do we need to politicize every event in this Country? And then do we need to plaster the wall with his mindless tweets? Egos and attitudes aside we are becoming such a overly sensitive group of people. There's no respect for others no tolerance and just plain no sense in some much that goes on around us
wsj,8304333127_10156679105033128,10156679105033128_10156680890068128,Oh come on!!!
wsj,8304333127_10156679105033128,10156679105033128_10156688640663128,I am pushing 72 and still going strong....Never going to retire am having too much fun.
wsj,8304333127_10156679733263128,10156679733263128_10156679801453128,The two unions I witnessed up close seemed a lot like the company's little helper. I'm not against unions but when they are convincing workers to vote against their own interests and workers feel they can't strike even if they want to because they need any income they can get something is broken.
wsj,8304333127_10156679265823128,10156679265823128_10156679286238128,Saw film of young John McCain in agony promises his wife he will return from hell of North Vietnam prison. Made me recall in disgust draft dodger Trump's shameful scorn of McCain who suffered so much for his country. McCain is an honorable and decent man.
wsj,8304333127_10156685748593128,10156685748593128_10156685994143128,Filipe Martins
wsj,8304333127_10156668072748128,10156668072748128_152575475332952,Yes iphone are costly but the software is so optimised and after couple of years you will get new updates .what else you need! Where android phones are outdated with in a year
wsj,8304333127_10156685748593128,10156685748593128_10156689128863128,Biologically programmed for a nap? If we were we'd be sleepy at midafternoon.
wsj,8304333127_10156680613408128,10156680613408128_10156681070173128,It is a shame you could see an ant in far away island but could not notice a elephant in your own room.
wsj,8304333127_10156688656458128,10156688656458128_153288881928460,I read he's already transferred every one of these emails onto the government server. It was stupid of him to do this no question. But let's please note he didn't destroy the emails and wipe the server clean. He's also not Secretary of State. Doesn't excuse him but it does add perspective.
wsj,8304333127_10156692676893128,10156692676893128_10156693262348128,No there'd just be an intact continent of diverse indigenous peoples. How much free base cocaine did this author smoke before writing this?
wsj,8304333127_10156683165273128,10156683165273128_10156683329578128,News flash NOKO you are still trying to perfect your ability to even reach the US much less hit it where you want.  We've been able to do what you're trying to do for over 50 years!
wsj,8304333127_10156688529238128,10156688529238128_10156690249748128,"This is ""busyspeak"" for more corporate welfare for the logging companies. Its typical Trump opportunism. Conversion of a disaster for mass profit using the ""perfect storm"" as the perfect excuse. (""Duh Factor Ten""!).  FYI forest fires are a natural occurence in nature. Let them burn defend only human settlements. If you stop fighting them for every inch natural cycles are restored. And the Myth of ""forest fuels building up""? Becomes irrelevant. Duh Factor 10."
wsj,8304333127_10156688609808128,10156688609808128_10156688671538128,I never understood people who are upset by this. So a C-list celebrity with no governing experience can become president of the United States but none of these players can have a voice in the discourse? K
wsj,8304333127_10156681739578128,10156681739578128_10156682021708128,Spain government is trying to crush the civil rights of the Catalan people in the last days are sending thousands of policemen to Barcelona as if they were preparing a war.Here in Barcelona we're really worried.
wsj,8304333127_10156681907353128,10156681907353128_10156682097248128,Georgi Post by Barracuda 008 : Possibly caused by too much expensive wine (paid by our taxes). The Italian Draghi has printed (sorry created new money) through QE and other equivalents to 2 Trillion. The Euro zone nominal GDP at 2016 was 10 trillion. That means that 20% of NEW money has been created. In exchange to 20%/GDP of new money the Euro zone has had a pathetic growth of 1-2%. If this is not one of the ridiculous solutions for growth ever. The EU started as a free trade area and a customs union. Over time it has become a supranational entity that resembles a federal state and is governed by a byzantine bureaucracy in Brussels. The EU claims to have brought about prosperity and stability in Europe but those claims are increasingly at odds with reality. Europe is becoming worryingly unstable and is falling behind other regions in terms of economic growth prosperity justice and lack of democracy. The EU model which is marked by overregulation and centralization seems increasingly out of place in today’s world. What European countries need in the coming decades is openness rather than regional protectionism and flexibility rather than overregulation from Brussels. Above all what European governments need to do is to reconnect with their increasingly restless electorates rather than ignore the latter for the sake of the unwanted undemocratic goal of a European superstate. However thank to incompetents like Juncker they have more superstate and the loss of the second more important country in the union.
wsj,8304333127_10156690062088128,10156690062088128_10156692386118128,Alfredo Rodriguez
wsj,8304333127_10156683032688128,10156683032688128_10156684009983128,I could care less.  I will not be watching.
wsj,8304333127_10156688358953128,10156688358953128_10156692006138128,BS
wsj,8304333127_10156683165273128,10156683165273128_10156684281068128,North Korea will be destroyed by counter-attack if they fly a rocket to US and the NK rocket will be intercepted.Militarily US is far more superior than NK so it is really a no-match battle with NK. However the fight of threats between Kim and Trump is contributing to the sales of military equipment worldwide increasing the arms race into all-time high.
wsj,8304333127_10156690248658128,10156690248658128_10156691035163128,Putin is winning
wsj,8304333127_10156681127238128,10156681127238128_10156684496878128,Terrible
wsj,8304333127_10156693209828128,10156693209828128_10156693231993128,"""The progressive forces of identity politics"" i.e. liberal democrats "
wsj,8304333127_10156691556738128,10156691556738128_10156692178573128,I won't go to target I prefer Walmart they have rest rooms for women
wsj,8304333127_10156687342563128,10156687342563128_10156688263973128,Douche
wsj,8304333127_10156683416948128,10156683416948128_10156683623658128,JH Boman
wsj,8304333127_10156688656458128,10156688656458128_10156688706088128,Uh oh -- LOCK HIM UP!  LOCK HIM UP!!
wsj,8304333127_10156685748593128,10156685748593128_10156686285593128,Youness Mabrouk Abdellah Naim
wsj,8304333127_10156679105033128,10156679105033128_10156683035063128,"This article is basically proposing legalized age discrimination which only compounds the problem of all the illegal age discrimination out there in the jobs market right now.  Why should older workers retire earlier?  They might still have a lot to contribute and are living longer.  Forcing workers to retire earlier creates a ""doughnut hole"" between retirement age and age 70 when SS benefits are highest.  And please stop trying to take away SS benefits from people who have paying into the SS system for as many as 50 years or more.  For shame WSJ!"
wsj,8304333127_10156692745168128,10156692745168128_10156692853468128,"""U.S. had declared war?""  How can we declare war against NOKO when the war that was started June 25 1950 by the NOKOs never ended in the first place. Remember the NOKOs invaded SOKO and pushed the US and SOKO Armies clear back to Pusan creating the famous Pusan Perimeter.  The NOKOs were pushed back after the invasion of Inchon by General Macarthur and cutting off supply routes to the NOKO forces. For a complete history on the Korean War see here https://en.wikipedia.org/wiki/Korean_War#China_intervenes_.28October_.E2.80.93_December_1950.29"
wsj,8304333127_10156693209828128,10156693209828128_10156693310748128,Today someone somewhere will be offended by something.
wsj,8304333127_10156682153998128,10156682153998128_10156682234573128,That's what happens when you let the federal government run things! And some idiots actually want single payer... 
wsj,8304333127_10156687189238128,10156687189238128_10156687404193128,If it's harder to get redress for injustice - market trust for ETFs will decline and their ability to raise capital will be reduced.
wsj,8304333127_10156682342063128,10156682342063128_10156682413083128,Even though they steal they is patent right...geezzzz....
wsj,8304333127_10156685748593128,10156685748593128_10156685954458128,Siesta !
